movieid,user_name,rating,timestamp
3801,Sue Mason,5,1284472479
3801,Vincent Glass,3,1012595508
2124,Aaron Castro,4,945276960
2124,Andrew White,2,979179067
2124,Angela Garcia,2,1033345050
2124,Angela Robertson,3.5,1255506668
2124,Anthony Cook,4,945364781
2124,Billy Johnson,3,913050518
2124,Cheryl Sanders,2.5,1139000322
2124,Clinton Spencer,3.5,1088058350
2124,Cody Johnson,2,957480666
2124,Crystal Lane,4,958249214
2124,Daniel Armstrong,3,979330046
2124,Denise Brown,2.5,1285961688
2124,Eileen Newton,4,953362192
2124,Elizabeth Sanchez,3.5,1187053642
2124,James Smith,3,976288882
2124,Jennifer Berry,3,1165292247
2124,Jesse Bradley,4.5,1145392915
2124,Jessica Sherman,4,949919763
2124,Julie Nunez,4,1047072556
2124,Karen Avila,3,1019563464
2124,Kelsey White,3.5,1094221286
2124,Kimberly Long,4,1334343027
2124,Lori Hernandez,3,1314891170
2124,Martin Gibson,3.5,1239659790
2124,Melissa Carr,4,939718886
2124,Melissa Matthews,3,995421042
2124,Michael Hill,3,961127690
2124,Robert Brooks,4,974713988
2124,Ronald Kirk,3,965092305
2124,Ryan Keith,4,1228073393
2124,Teresa Graham,2,1471386307
2124,Teresa Salazar,3,1046145518
2124,Thomas Foster,2,1091959607
2124,Thomas Swanson,4,949367223
2124,Troy Mitchell,4,959933947
3095,Aaron Castro,3,945113597
3095,Ashley Wilson,4,1005530088
3095,Billy Johnson,5,952581061
3095,Cheryl Valenzuela MD,5,965070678
3095,Christopher Thomas,4,959964457
3095,Crystal Lane,5,957893696
3095,Crystal Spencer,4,978936814
3095,Darlene Garcia,3.5,1053087552
3095,David Jordan,5,944960353
3095,David Villarreal,2,1041114121
3095,Derrick Collier,3.5,1340405732
3095,Gary Turner,4,1353691169
3095,James Harris,5,965485703
3095,James Smith,4,977725170
3095,James Whitehead,5,974682847
3095,Julia Compton,3,1148673280
3095,Kevin Salazar,4,955092565
3095,Kimberly Gardner,4,956159510
3095,Leslie Brady,5,975364725
3095,Linda Mccoy,3,1361245531
3095,Lori Cooper,5,956689028
3095,Louis Arnold,3,1003524249
3095,Manuel Elliott,4.5,1165547580
3095,Martha Dixon,4,960056005
3095,Mr. Douglas Aguirre,3,948574126
3095,Mr. John Johns,5,946526437
3095,Mrs. Megan Davis,5,1109969421
3095,Rita Owens,3,1296192963
3095,Stacy Jones,5,960920068
3095,Sue Mason,3.5,1111363287
3095,Vincent Glass,4,1012599066
4275,Angela Robertson,4,1411452469
4275,Jennifer Berry,3,1247491395
4275,Kelsey White,1.5,1094226197
4275,Louis Arnold,2,1003523777
4275,Nicholas Moore,2,991857687
4275,Robert Bush,4,1111475955
4275,Ronald Jimenez,3,1044652162
5398,Christopher Thomas,4.5,1082066310
5398,Larry Boyd,4,1067731708
26840,Gary Turner,4,1354570103
26840,Jennifer Berry,4.5,1155618112
26840,Scott Jones,2,1379207594
122932,Karen Avila,2,1463332542
2879,Angela Robertson,3.5,1348568747
2879,James Giles,4,1010620090
2879,Joshua Elliott,4,953450056
2879,Ronald Jimenez,3,1044649978
2879,Russell Price,4,974769561
241,Elizabeth Gray,5,829471720
241,Jared Harrison,3,835000928
241,John Herrera,1,962171468
241,Robert Brooks,5,974840300
40870,Sarah Martinez,3.5,1416148707
2940,Darlene Garcia,3,974779821
2940,James Whitehead,4,974682976
2940,John Herrera,4,962171728
2940,Julie Nunez,3.5,1124151964
2940,Mikayla Morgan,5,939398171
2940,Mrs. Megan Davis,4,1109967761
2940,Sue Mason,4,1111796126
2940,Vincent Glass,2,1012608144
49530,Aaron Jackson,4,1228789384
49530,Amanda Allison,4.5,1442148678
49530,Amber Thompson,5,1409005125
49530,Angela Robertson,3.5,1255502965
49530,Benjamin Ward,4.5,1338710592
49530,Blake Lowery,4,1446909160
49530,Carlos Yang,4,1423009787
49530,Catherine Young,4,1462742802
49530,Darlene Garcia,3.5,1168042240
49530,David Malone,4.5,1437933298
49530,Donald Munoz,4.5,1343746573
49530,Guy Davis,4,1201389661
49530,Hannah Armstrong,3.5,1182556320
49530,Heather Scott,3,1199317467
49530,Holly Lopez,3.5,1349428745
49530,Jason Murphy,5,1234228905
49530,Jennifer Allen,5,1366393248
49530,Jennifer Berry,4,1273518980
49530,John Wiggins,3.5,1452916989
49530,Karen Avila,3,1205618429
49530,Katherine Martin,4.5,1455638474
49530,Kendra Harris,4.5,1335900652
49530,Kim Sutton,4,1227918690
49530,Matthew Levy,4,1173481752
49530,Meghan Shah,3.5,1430526153
49530,Melanie Mcfarland,4,1208220486
49530,Melissa King,4,1465387470
49530,Michelle Harris,4,1449693140
49530,Michelle Robinson,4,1232810927
49530,Paula Sanders,4.5,1351543018
49530,Phillip Benjamin,4,1209040138
49530,Robert Gallegos,4,1273164638
49530,Sierra Chandler,3.5,1463685772
49530,Theodore Barnett,4,1352058503
49530,Thomas Swanson,4,1197778816
49530,Tiffany Phillips,5,1272668081
49530,Valerie Jackson,3.5,1194384470
3400,Andrea Wilson,1,965230121
3400,Jessica Leblanc,3,1049690102
87884,John Marshall,3.5,1344178599
56782,Angela Garcia,1,1416119686
56782,Angela Robertson,4,1255508166
56782,Carrie Parker,4,1207512773
56782,Catherine Young,4,1462746746
56782,Darlene Garcia,5,1206148913
56782,Dr. Angela Johnson,5,1467003185
56782,Erin Jensen,4,1307178621
56782,Gabriel Davila,3.5,1319747076
56782,Holly Lopez,5,1349428068
56782,Kendra Harris,3.5,1335901035
56782,Kenneth Snyder MD,4.5,1437001625
56782,Lacey Madden,4.5,1460342789
56782,Mark Adams,4.5,1213850703
56782,Melissa King,5,1465389576
56782,Michael Simmons,4,1461784650
56782,Michelle Robinson,4.5,1232810855
56782,Miguel Marshall,4,1210534655
56782,Paula Sanders,4.5,1350771082
56782,Phillip Benjamin,4.5,1209039733
56782,Rita Owens,3.5,1296194024
56782,Tanya Mason,5,1417930338
56782,Teresa Graham,5,1471383610
56782,Theodore Barnett,3.5,1351544480
56782,Thomas Swanson,4.5,1255197634
56782,Tiffany Phillips,3.5,1339455242
56782,Zachary Bowers,4,1441128865
25865,Darlene Garcia,4,1128200083
1447,Douglas Wright,1,1029870119
1447,Jerry Robinson,3.5,1111544605
1447,Ronald Kirk,4,965542654
6812,Karen Avila,2.5,1066069810
479,Misty Williams,2,855193806
479,Mr. John Johns,4,946521311
479,Ronald Kirk,3,965543176
479,Sandy Jones,4,973376255
1285,Aaron Castro,4,945880277
1285,Angela Robertson,3.5,1312496151
1285,Anthony Cook,4,945363835
1285,Ashley Smith,3.5,1434333103
1285,Benjamin Wall,4,940364612
1285,Brittney Stewart,4,993179634
1285,Brooke Wagner MD,4,1172696817
1285,Charlene Rodriguez,4,1099962785
1285,Christopher Gutierrez,5,1297524817
1285,Cody Johnson,3,957480066
1285,Crystal Lane,4,956599039
1285,Crystal Spencer,2,942931043
1285,Cynthia Owens,4,1032679577
1285,Darlene Garcia,3.5,1053171538
1285,Dr. Angela Johnson,5,1467003397
1285,Gary Turner,4.5,1354045487
1285,George Chung,4,1140149271
1285,George Smith,3,879520825
1285,Heather Brooks,4,886376613
1285,James Pena,2,1111612891
1285,Jenna Diaz,4.5,1414188034
1285,Jennifer Berry,4,1167160481
1285,Jennifer Myers,3.5,1114565580
1285,Jesse Bradley,4.5,1145389550
1285,Jessica Sherman,4,949811559
1285,Jessica Wilson,4.5,1108134339
1285,Joel Hicks,4,1049924814
1285,John Herrera,5,944321835
1285,Joseph Barrera,4,853893981
1285,Julie Nunez,3,1047072011
1285,Kelly Long,5,1072836496
1285,Kevin Salazar,4,955090442
1285,Larry Boyd,3,976421678
1285,Linda Mccoy,5,1361244815
1285,Louis Sampson,4,1019266135
1285,Madeline Hodge,3,1380349698
1285,Marissa Choi,0.5,1062015816
1285,Mark Haas,3.5,1443292515
1285,Melissa Baker,4,1102009408
1285,Melissa Carr,4,940341314
1285,Melissa Howard,3.5,1299590854
1285,Michael Mendoza,4,1424847283
1285,Michelle Duarte,4.5,1277429566
1285,Michelle Nelson,4.5,1106864388
1285,Misty Williams,3,855191846
1285,Mr. Douglas Aguirre,4,948575236
1285,Mr. Steven Hernandez,4,861322677
1285,Parker Beck,4.5,1232976189
1285,Peter Oconnor,4,933035688
1285,Randy Blake,4,1223256307
1285,Robert Brooks,5,974712609
1285,Ronald Kirk,3,965091910
1285,Ruth Patterson,4,1178927539
1285,Ryan Keith,4.5,1230361560
1285,Sara Stewart,3,940708511
1285,Stephen Harris,4,939036360
1285,Susan Campbell,2,980194842
1285,Suzanne Avila,4,1111579390
1285,Teresa Graham,3,1471383771
1285,Thomas Foster,3.5,1090908618
1285,Thomas Swanson,4,1048092872
2704,Christina Winters,2,995035235
2704,Michael Branch,4,938726203
2704,Victor Brown,5,938565137
5691,Angela Robertson,2.5,1255587123
728,Billy Johnson,5,918856559
728,Christian Ramirez,4,1460810993
728,Christopher Thomas,4,1070400952
728,Cody Schmidt,5,858623364
728,Darlene Garcia,3,974809302
728,David Armstrong,5,907763141
728,Heather Brooks,4,886372946
728,James Francis,1,862092115
728,John Herrera,3,939072040
728,Katie Logan,5,891532936
728,Larry Boyd,4,976421758
728,Luke Myers,4,848160360
728,Phillip Benjamin,3,1209039379
728,Robert Brooks,5,974837167
728,Susan Burnett,3.5,1058472358
728,Tanya Singleton,5,992293816
208,Aaron Castro,2,945278527
208,Aaron Jackson,1,1218403841
208,Aaron Nelson,4,847296716
208,Alan Jefferson,3.5,1432365889
208,Alison Patterson,1,831691477
208,Alyssa Keller,2,850725506
208,Amy Fischer,3,1163253079
208,Angela Carr,4,834828137
208,Angela Garcia,1.5,1193435482
208,Angela Robertson,3,1255503373
208,Anita Matthews,2,1291780169
208,Anna Meyer,3,1281233792
208,Anthony Espinoza,2,1131664520
208,Arthur Martinez,5,846449929
208,Barbara Reilly,3,843771870
208,Benjamin Ward,0.5,1114306763
208,Betty Ramos,5,841414087
208,Billy Johnson,2,913232894
208,Brandon Drake,4,846384233
208,Brian Smith,3,835973445
208,Brooke Wagner MD,2.5,1172696710
208,Carrie Parker,3,1130105711
208,Cassidy Arnold,4,847633596
208,Christina Miles,0.5,1128632919
208,Christina Winters,2,970501818
208,Christopher Gutierrez,1.5,1298379803
208,Clinton Spencer,2.5,1086093646
208,Corey Matthews,3,848984824
208,Craig Smith,2,841063568
208,Crystal Hunt,3,943372786
208,Cynthia Freeman,4,829492316
208,Daniel Potts,3,848677459
208,David Dominguez,2,938586560
208,David Farmer,2.5,1148585644
208,David Francis,4,845565809
208,David Keller,4,832492879
208,Deborah Hardy,2,1105354773
208,Diana Bentley,4,1462634483
208,Dylan Bowers,4,842019988
208,Edwin Rodriguez,4,845743824
208,Eileen Newton,4,953272667
208,Elizabeth Cantu,3,836679094
208,Elizabeth Garrison,1,834424768
208,Elizabeth Powell,3.5,1214914943
208,Emma James,3,837511797
208,Gary Tucker,3,845421721
208,Gary Turner,1.5,1356120878
208,George Chung,3.5,1140051212
208,George Mcmillan,3,845157280
208,Guy Davis,3,1201381484
208,Heather Morrison,3,840205137
208,James Carter,3,848098284
208,James Smith,1,975419204
208,Jared Harrison,3,834998311
208,Jennifer Berry,2,1165899846
208,Jennifer Contreras,3,831835696
208,Jesse Bradley,2.5,1145391900
208,John Nelson,3,1167428828
208,Jordan Wallace,3,832836330
208,Joseph Berry,4,838630568
208,Joseph Hartman DDS,3,956565708
208,Karen Avila,2,1019124858
208,Katherine Melendez,2,843633809
208,Katie Collins,3,847465494
208,Kelsey Jenkins,3,842298158
208,Kelsey White,2.5,1094223966
208,Kendra Harris,1.5,1335948220
208,Kevin Salazar,4,955088485
208,Kim Sutton,2.5,1227968959
208,Kimberly Smith,3,834636332
208,Larry Boyd,3,976424965
208,Laura Hernandez,3,1304992201
208,Lisa Miller,2,1365940346
208,Lori Cooper,5,956686438
208,Luke Myers,3,848159167
208,Lynn Nichols,3,831921879
208,Madison Oconnor,3.5,1100132730
208,Manuel Morris,1,1451524326
208,Marisa Wallace,2,841446669
208,Marissa Choi,2,898008741
208,Mary Floyd,3,1365116004
208,Melanie Mcfarland,0.5,1112269592
208,Michele Watson,3,839022269
208,Michelle Robinson,2,1232810525
208,Michelle Wolf,3,841656247
208,Misty Williams,3,855194790
208,Monica Branch,2,835642569
208,Mr. Jason Love,3,835355511
208,Nicolas Bailey,4,834059851
208,Rachel Kennedy,4,845862233
208,Randall Bray,3,832228958
208,Renee Davis,3,857380017
208,Rhonda Simon MD,4,1093889464
208,Rita Owens,2,1296195829
208,Robert Brooks,1,974839481
208,Robert Bush,2.5,1111475419
208,Robin Smith,3,847412606
208,Roy Sweeney,4,838365857
208,Ryan Keith,2.5,1241388856
208,Ryan Smith,1,832773092
208,Samantha Matthews DDS,3,842358692
208,Sandy Jones,4,973376493
208,Shelby Silva,3,833991819
208,Steven Wong,4,840100456
208,Theodore Landry,4,843302111
208,Thomas Avila,0.5,1269733955
208,Thomas Foster,2,1091958543
208,Tiffany Patterson,3,848525661
208,Travis Garcia,3,867076127
208,Troy Mitchell,1,959931843
208,Veronica Taylor,3,839925608
208,Victoria Schmitt,3,833286470
208,William Smith,2,853846511
26009,Christopher Gutierrez,0.5,1297603352
117871,Holly Miller,3,1469278482
8969,Alexis Lopez,2,1236984160
8969,Ashley Smith,1,1433945007
8969,Gregory Beard,4,1344133724
8969,Kenneth Snyder MD,4,1437003049
8969,Larry Boyd,2,1151812113
8969,Nicholas Burke,3.5,1340914846
8969,Rebecca Brown,5,1440265465
8969,Tammy Martinez,5,1459405390
8951,Jennifer Powell MD,4,1104630922
8951,William Russell,4,1172207440
56715,Aaron Jackson,4,1270702942
56715,Emily Willis,4,1470072856
56715,Mark Haas,4,1443295224
56715,Michael Mendoza,5,1424847021
56715,Thomas Swanson,3,1276272672
1193,Aaron Castro,4,944943070
1193,Aaron Jackson,2.5,1218399677
1193,Alexis Lopez,5,1237062241
1193,Alexis Peck,5,1469700415
1193,Alicia Cortez,2,966009788
1193,Alyssa Keller,5,850727506
1193,Amber Pennington,4.5,1215831247
1193,Amber Thompson,4,1409093557
1193,Angela Garcia,5,997938760
1193,Angela Robertson,4.5,1266581514
1193,Anita Matthews,3.5,1291779824
1193,Anthony Cook,3,945444158
1193,Antonio Hunter,3,965316088
1193,Ashley Roberts,4,1208297854
1193,Ashley Smith,3.5,1433898864
1193,Ashley Wilson,5,974426796
1193,Billy Johnson,5,927055342
1193,Brandi Hernandez,4,1440379520
1193,Briana Lara,4.5,1099264292
1193,Carrie Parker,4.5,1130105742
1193,Catherine Young,4.5,1462741757
1193,Charles Banks,4.5,1113684714
1193,Cheryl Gordon,4.5,1142024649
1193,Cheryl Sanders,3,1138999352
1193,Cheryl Valenzuela MD,3,965144227
1193,Christian Carter,3,1228946169
1193,Christopher Thomas,2,959964346
1193,Clayton Lopez,5,945122123
1193,Clinton Spencer,4,1085579154
1193,Cody Johnson,5,957478845
1193,Courtney Salinas,4,973746231
1193,Crystal Lane,4,956598567
1193,Crystal Spencer,4,940014165
1193,Daniel Henry DDS,5,944930931
1193,Darlene Garcia,4,974809940
1193,David Armstrong,5,907765902
1193,David Hahn,5,1011317334
1193,David Jordan,4,944959719
1193,David Weaver DVM,4,978418166
1193,Deborah Moore,5,1463382557
1193,Dennis Kirk,4,1339227854
1193,Derrick Collier,3.5,1340406962
1193,Dr. Angela Johnson,4,1467003136
1193,Dylan Robinson,4.5,1127469556
1193,Elizabeth Franklin,5,947292450
1193,Evelyn Dixon,3.5,1144756013
1193,Felicia Green,5,939360997
1193,Francis Clarke,4.5,1277403389
1193,Gary Turner,5,1353690387
1193,George Smith,5,879502901
1193,Gina Estrada,5,1112537799
1193,Heather Brooks,3,886375598
1193,James Harris,5,965433767
1193,James Smith,4,977725295
1193,James Whitehead,5,974791559
1193,Jason Scott,2,948183589
1193,Jennifer Berry,4,1155484788
1193,Jennifer Lin,4,976829587
1193,Jennifer Myers,4.5,1122487437
1193,Jesse Bradley,3.5,1145389441
1193,Jessica Herring,5,974255556
1193,Jessica Meyer,5,903143757
1193,Joel Hicks,5,1049913608
1193,John Herrera,5,939003985
1193,John Swanson,3,1436922838
1193,Jonathan Lopez,4,1472550988
1193,Joseph Barrera,5,853893811
1193,Joshua Hansen,4,945446483
1193,Julia Compton,4.5,1148670482
1193,Karen Avila,5,1019123928
1193,Kathleen Jacobs,4,1448301675
1193,Katie Logan,5,891534357
1193,Kayla Simpson,4,1218566971
1193,Kelsey White,4,1094224025
1193,Kendra Harris,3,1335948194
1193,Kenneth Pitts,3,1436823549
1193,Kenneth Snyder MD,5,1437001002
1193,Kevin Hill,5,981304357
1193,Kevin Salazar,5,955092436
1193,Kimberly Edwards,4,892820960
1193,Lacey Madden,2.5,1460342322
1193,Larry Boyd,5,976418958
1193,Laura Hernandez,4,1304992150
1193,Laurie Williams,5,860561038
1193,Leslie Benson,4.5,1352654919
1193,Leslie Brady,5,975365117
1193,Linda Mccoy,4.5,1361245538
1193,Lori Cooper,5,956688564
1193,Lori Hernandez,3.5,1314894327
1193,Louis Arnold,5,1003524122
1193,Manuel Elliott,5,1165546856
1193,Maria Allen,5,1342747955
1193,Marilyn Johnson,5,1318703706
1193,Marissa Choi,4,898096102
1193,Mark Haas,4.5,1443291735
1193,Martha Dixon,4,960056420
1193,Matthew Harris,5,1031527671
1193,Melissa Davis,4.5,1053623849
1193,Melissa Howard,4.5,1299451396
1193,Meredith Leonard,4.5,1468759113
1193,Michele Garcia,5,965247291
1193,Michelle Cooper,3,1437422776
1193,Michelle Nelson,5,1109289703
1193,Miguel Marshall,5,1138658708
1193,Misty Williams,4,855191478
1193,Mr. John Johns,5,946887028
1193,Mr. Steven Hernandez,4,861322516
1193,Mrs. Deanna Garcia PhD,5,1304136641
1193,Noah Oneill,5,1012750517
1193,Oscar Harmon,3,1163374173
1193,Patricia Johnson,5,955192140
1193,Phillip Benjamin,4,1209125973
1193,Ricardo Flores,3.5,1420521110
1193,Richard Hughes,5,1449349568
1193,Rita Owens,4,1296194420
1193,Robert Brooks,5,974710779
1193,Robert Gallegos,4,1273166475
1193,Robert Jones,4,977004875
1193,Ryan Keith,5,1228072435
1193,Sara Ortiz,5,975088310
1193,Sara Stewart,4,940709044
1193,Sarah Cox,4.5,1175984026
1193,Sarah Martinez,3.5,1416147099
1193,Scott Freeman,4,1239758210
1193,Sean Mendez,5,943351044
1193,Seth Robertson,5,1076324053
1193,Sierra Chandler,3,1425505047
1193,Stephen Harris,5,939234909
1193,Steven Brown,4,960837928
1193,Steven Hinton,4.5,1448366068
1193,Sue Mason,4.5,1111336459
1193,Suzanne Avila,4.5,1172908562
1193,Tanya Mason,5,1417930614
1193,Teresa Graham,3.5,1471383304
1193,Thomas Avila,4.5,1269736437
1193,Thomas Foster,3.5,1091958579
1193,Thomas Swanson,3,949367256
1193,Tiffany Duarte,4,975636402
1193,Traci Wiggins,5,1366830860
1193,Troy Mitchell,4,959930966
1193,Victor Brown,5,938565586
1193,Victor Reynolds,4,983096713
1193,Vincent Glass,3,1012604329
1193,William Smith,3,853850791
53,Alyssa Keller,5,850726154
987,Crystal Spencer,3,940013699
7026,Teresa Graham,2,1471386469
55451,Aaron Jackson,3.5,1218400728
55451,Derrick Collier,4.5,1340407261
55451,Erika Pearson,4,1231770565
55451,Gregory Beard,4,1344135201
55451,Rebecca Brown,5,1439493339
3013,Angela Robertson,3.5,1406172160
3013,Robert Brooks,3,974709336
3013,Susan Campbell,1,980175677
1884,Aaron Castro,1,948165859
1884,Aaron Jackson,4,1253932255
1884,Alyssa King,4,1149649531
1884,Angela Robertson,3.5,1255594560
1884,Angela Thompson,4,1298863143
1884,Anthony Espinoza,4.5,1131663032
1884,Ashley Smith,3.5,1433900267
1884,Billy Johnson,2,913058499
1884,Brittney Stewart,3,1046967746
1884,Cheryl Sanders,1.5,1138998812
1884,Clinton Spencer,3.5,1088058417
1884,Crystal Lane,3,958249148
1884,Crystal Spencer,3,939342718
1884,Donald Munoz,4.5,1343746973
1884,Dylan Robinson,5,1127472570
1884,Gabriel Davila,4.5,1305605225
1884,Gary Turner,4.5,1354044852
1884,James Smith,3,976289402
1884,Jennifer Berry,3.5,1273517935
1884,John Marshall,4,1344183725
1884,Karen Avila,2.5,1444051656
1884,Kayla Simpson,2.5,1218567246
1884,Kenneth Snyder MD,5,1437107584
1884,Krista Baird,2.5,1413103904
1884,Lacey Madden,3.5,1460343016
1884,Leslie Benson,5,1352655511
1884,Linda Brown,4.5,1464121132
1884,Mark Haas,3.5,1443292527
1884,Matthew Levy,4.5,1280014860
1884,Melissa King,4,1465387578
1884,Michael Mendoza,5,1424847168
1884,Michelle Duarte,5,1277429786
1884,Miguel Marshall,4.5,1139092395
1884,Rita Owens,3,1296198200
1884,Robert Brooks,3,974716156
1884,Ronald Jimenez,0.5,1159125460
1884,Ryan Keith,4,1233448784
1884,Sarah Martinez,2,1416149825
1884,Steven Hinton,4,1446622315
1884,Teresa Graham,4,1471383643
1884,Terry Mullins,4,1011389855
1884,Theodore Barnett,4,1352636799
1884,Thomas Avila,5,1269737513
1884,Zachary Bowers,4.5,1435786867
4067,Brittney Stewart,3,995232789
4067,Daniel Armstrong,1,979330384
4067,Darlene Garcia,1,1030464418
41573,Adam Williams,5,1371773087
112852,Alan Jefferson,4,1432367066
112852,Alexis Peck,3.5,1469808247
112852,Amanda Allison,4,1442148661
112852,Andrew Freeman,4,1476478074
112852,Angela Garcia,4.5,1416119564
112852,Angela Robertson,5,1409205899
112852,Blake Lowery,4.5,1447072635
112852,Bryan Brown,4,1460822701
112852,Carlos Yang,5,1423010098
112852,Catherine Trujillo,1.5,1475783289
112852,Darlene Garcia,4,1407510458
112852,David Martinez,4,1466945267
112852,Diana Bentley,5,1462634018
112852,Donald Guerrero,5,1469161054
112852,Donald Munoz,4.5,1441100650
112852,Dr. Angela Johnson,2,1467005244
112852,Gabriel Davila,3.5,1412550699
112852,Holly Miller,4,1469278482
112852,Jennifer Powell MD,2.5,1413040016
112852,John Swanson,2,1436920459
112852,Karen Avila,3.5,1417546776
112852,Kathleen Cordova,5,1424225012
112852,Kayla Acosta,4,1425644226
112852,Kenneth Daniels,4,1443394743
112852,Kimberly White,5,1449332358
112852,Linda Brown,2,1464121532
112852,Lynn Green,5,1427775204
112852,Melissa King,3.5,1465387362
112852,Michael Johnson,5,1448798144
112852,Michael Simmons,3,1461784379
112852,Ricardo Flores,4.5,1420521153
112852,Sabrina Ware,5,1446673703
112852,Shawn Davis,5,1436680931
112852,Shawn Williams,4.5,1437338356
112852,Sierra Chandler,4.5,1425503912
112852,Todd Gonzalez,3.5,1473258281
112852,Tyler Henderson,4,1453587461
1892,Aaron Castro,5,945122605
1892,Anna Daniels,4,904376977
1892,Benjamin Ward,2.5,1114309121
1892,Brian Townsend,4.5,1240833566
1892,Carrie Parker,3.5,1130106181
1892,David Armstrong,5,907762795
1892,Diana Bentley,2.5,1462640427
1892,Frank Davis,4,939079553
1892,Jessica Leblanc,4,1049683249
1892,Joel Hicks,3,1051643331
1892,Kristin Rodriguez,3,900783691
1892,Larry Boyd,2,976424048
1892,Lori Cooper,3,956685946
1892,Marissa Choi,3.5,1076969422
1892,Melissa Carr,3,939901440
1892,Miguel Marshall,4,1138660016
1892,Mikayla Morgan,2,939399420
1892,Mr. Douglas Aguirre,4,948731380
1892,Rita Owens,2,1296198688
1892,Robert Brooks,3,974716032
1892,Sandy Jones,3,973440399
1892,Terry Holder,0.5,1325551013
1892,Thomas Avila,4,1269736632
6335,Larry Boyd,1.5,1133735804
27441,Jennifer Berry,3,1269893791
1810,Aaron Castro,3,945276705
1810,Angela Garcia,2.5,1166587162
1810,Benjamin Wall,4,940018282
1810,Christopher Thomas,4,959966410
1810,Clinton Spencer,3,1085640483
1810,Crystal Spencer,3,939340346
1810,Darlene Garcia,4,986694981
1810,James Ford,3,945139717
1810,Kevin Salazar,4,955093447
1810,Larry Boyd,4,1133735337
1810,Marissa Choi,5,910363849
1810,Mr. John Johns,4,946527775
1810,Mrs. Lisa Bradshaw,4,941488782
1810,Rita Owens,2.5,1296201338
1810,Thomas Swanson,3,949374301
2080,Aaron Jackson,2.5,1218955449
2080,Adam Martin,3.5,1097698309
2080,Adam Williams,4,1371777804
2080,Andrea Wilson,4,965230086
2080,Angela Dominguez,3.5,1286398722
2080,Angela Mcintosh,3.5,1147997689
2080,Angela Robertson,3.5,1378180034
2080,Anthony Cook,3,945362206
2080,Billy Johnson,3,913211160
2080,Brittney Stewart,4,992920673
2080,Charles Banks,4,1113683987
2080,Christopher Thomas,4,960140431
2080,Cody Johnson,4,957479332
2080,Crystal Lane,4,958250044
2080,Darlene Garcia,3.5,1199575375
2080,David Dominguez,4,938588239
2080,Deborah Hardy,4,1124136253
2080,Donald Guerrero,4.5,1469163178
2080,James Ford,5,944978924
2080,James Whitehead,4,974670188
2080,Jennifer Berry,3.5,1155484949
2080,Jessica Leblanc,5,1049690967
2080,Jessica Meyer,4,903144750
2080,Jessica Sherman,5,949919306
2080,John Herrera,3,944061932
2080,Joseph Harris,3.5,1132180739
2080,Joshua Elliott,4,953449794
2080,Joshua Hunter,4.5,1059604227
2080,Julie Nunez,4,1047071290
2080,Larry Boyd,4,976421889
2080,Lori Hernandez,3.5,1314911800
2080,Louis Arnold,3,1003523305
2080,Marissa Choi,3.5,1091465446
2080,Mark Ruiz,4,1122169751
2080,Mathew Smith,4,946616542
2080,Matthew Dudley,5,995664882
2080,Melissa Matthews,2,995420684
2080,Michael Arnold,2.5,1216052376
2080,Michael Branch,4,942344812
2080,Nicholas Burke,3,1341049365
2080,Nicholas Rodriguez,4,946412403
2080,Rita Owens,3.5,1296197263
2080,Robert Brooks,4,974713673
2080,Ronald Kirk,3,965542783
2080,Ryan Keith,2.5,1233458858
2080,Sara Stewart,4,940707778
2080,Stacy Jones,3,960919866
2080,Susan Campbell,3,980196094
2080,Teresa Graham,1.5,1471386823
2080,Terry Mullins,4,1008571210
2080,Vincent Glass,5,1012593579
2456,Anthony Cook,3,945366994
2456,Jennifer Norton,2,974600286
2456,Kelsey White,2,1094227543
2456,Lee Shelton,3.5,1452851583
2456,Melissa Carr,1,956082057
2456,Robert Brooks,1,974709644
2456,Thomas Swanson,3,950073791
67267,Elizabeth Anderson,3.5,1283416213
67267,Matthew Levy,4,1263684635
67267,Michelle Cooper,3.5,1437428153
67267,Thomas Swanson,3.5,1304471417
206,Andrea Wilson,5,965230839
206,Daniel Armstrong,4,980447536
206,Darlene Garcia,1,974778941
206,Elizabeth Gray,4,829471722
206,George Mcmillan,3,845158616
206,Melissa Carr,2,956083044
206,Misty Williams,3,855192120
206,Robert Brooks,5,974840462
206,Tiffany Montoya,4,938960243
206,Troy Mitchell,5,959938850
48877,Amanda Allison,0.5,1442152465
48877,Angela Robertson,2.5,1256030711
48877,Elizabeth Powell,4,1256387898
48877,Guy Davis,4,1201379546
48877,Heather Scott,2.5,1174857826
48877,Jose Miller,3,1309492708
48877,Martin Gibson,3.5,1273433592
1325,Robert Brooks,1,974710177
111913,Henry Compton,3,1431956287
7700,Dylan Robinson,5,1127469051
7700,Sue Mason,4.5,1112033905
59037,Blake Lowery,3,1447329302
59037,Thomas Swanson,2,1423240471
7085,Marissa Choi,3.5,1091465105
7102,Darlene Garcia,1.5,1072634260
7102,Julie Nunez,3,1082754322
7102,Karen Avila,2.5,1074423256
7102,Teresa Graham,2.5,1471387666
103688,Angela Robertson,3.5,1418462292
103688,Ashley Smith,3,1433899245
103688,Dr. Angela Johnson,2,1470350793
103688,Gabriel Davila,3,1410972358
32298,Mr. John Johns,3.5,1112169929
8039,Larry Boyd,3.5,1133735224
8039,Marissa Choi,3,1102465621
3166,Julie Nunez,4,1071697413
85572,Michael Thomas,2.5,1323890879
